"attributes.acceleration","attributes.sprintspeed","attributes.agility","attributes.balance","attributes.jumping","attributes.stamina","attributes.strength","attributes.reactions","attributes.aggression","attributes.composure","attributes.interceptions","attributes.positioning","attributes.vision","attributes.ballcontrol","attributes.crossing","attributes.dribbling","attributes.finishing","attributes.freekickaccuracy","attributes.headingaccuracy","attributes.longpassing","attributes.shortpassing","attributes.marking","attributes.shotpower","attributes.longshots","attributes.standingtackle","attributes.slidingtackle","attributes.volleys","attributes.curve","attributes.penalties","attributes.gkdiving","attributes.gkhandling","attributes.gkkicking","attributes.gkreflexes","attributes.gkpositioning","stats.attack","stats.defending","stats.skill","stats.power","stats.movement","stats.mentality","stats.goalkeeper","info.contract.jointeamdate","info.contract.enddate","info.contract.isloanedout","info.nation.id","info.nation.name","info.name.firstname","info.name.lastname","info.name.playerjerseyname","info.name.knownas","info.name.firstnameid","info.name.lastnameid","info.name.playerjerseynameid","info.playerid","info.total_attributes","info.overallrating","info.potential","info.birthdate","info.age","info.teams.club_team.id","info.teams.club_team.name","info.teams.club_team.leagueid","info.teams.club_team.domesticprestige","info.teams.club_team.profitability","info.teams.club_team.slug","info.teams.club_team.jerseynumber","info.league","info.headshot","info.haircolor","info.eyecolor","info.skintone","info.headtype","info.bodytype","info.preferredfoot","info.skillmoves","info.weafoot","info.internationalrep","info.ovrmodifier","info.release_clause","info.height","info.weight","info.gender","info.defensiveworkrate","info.attackingworkrate","info.real_face","info.isretiring","info.valueUSD","info.valueEUR","info.valueGBP","info.wageUSD","info.wageEUR","info.wageGBP","info.traits.trait1","info.traits.trait2","card_attrs.pac","card_attrs.sho","card_attrs.pas","card_attrs.dri","card_attrs.def","card_attrs.phy","primary_position","other_positions","updated","added","removed","slug","real_ovrs.0","real_ovrs.1","real_ovrs.2","real_ovrs.3","real_ovrs.4","real_ovrs.5","real_ovrs.6","real_ovrs.7","real_ovrs.8","real_ovrs.9","real_ovrs.10"
84,87,66,69,87,75,80,81,84,75,78,68,69,80,77,78,51,71,72,79,80,75,87,69,82,81,57,76,63,12,6,16,8,15,"68","80","77","80","78","73","12","2017-07-14","2025-06-30",1,14,"England","Kyle","Walker","Walker","Kyle Walker",20956,39301,39301,188377,2238,82,82,"1990-05-28T00:00:00.000Z",34,10,"Manchester City",13,10,1,"manchester-city",32,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p188377.png",6,4,5,1521,317,"Right",3,2,3,2,,183,83,"Male",,,"Yes","No",12000000,11000000,9500000,155000,140000,120000,"Power Shot, Long Throw","","86","66","75","75","78","82","RB","-",false,false,false,"kyle-walker",18,79,79,79,78,76,76,74,74,74,72
80,87,70,67,83,62,70,83,43,79,44,88,71,82,72,78,85,76,76,64,74,20,82,79,29,36,80,80,81,6,9,15,9,9,"78","29","76","76","78","68","10","2024-07-18","2026-06-01",0,115,"Gabon","Pierre-Emerick","Aubameyang","Aubameyang","Pierre-Emerick Aubameyang",30142,2969,2969,188567,2069,82,82,"1989-06-18T00:00:00.000Z",35,112391,"Al Qadsiah",350,5,4,"al-qadsiah",10,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p188567.png",0,9,5,1004,253,"Right",4,4,3,0,,187,80,"Male",,,"Yes","No",14000000,13000000,11000000,37000,34000,29000,"Finesse Shot, Chip Shot, Rapid, Flair, Trivela","Career Solid Player","84","83","73","77","41","65","ST","-",false,false,false,"pierre-emerick-aubameyang",16,59,57,50,55,77,71,78,80,79,81
43,50,42,37,69,45,75,82,30,65,22,12,48,24,13,10,13,12,11,14,25,15,56,13,14,10,12,14,17,82,80,74,84,78,"15","13","15","52","51","33","80","2019-08-07","2026-06-01",0,21,"Germany","Kevin","Trapp","Trapp","Kevin Trapp",19738,37605,37605,188943,1291,82,82,"1990-07-08T00:00:00.000Z",33,1824,"Eintracht Frankfurt",19,7,8,"eintracht-frankfurt",1,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p188943.png",6,5,2,2512,5,"Right",1,4,3,1,17800000,189,84,"Male",,,"Yes","No",11000000,10000000,8500000,37000,34000,29000,"Far Throw, Footwork","Career Leadership","47","21","21","43","14","55","GK","-",false,false,false,"kevin-trapp",80,28,27,28,28,28,28,29,29,27,30
53,51,60,74,66,69,68,75,65,85,79,77,90,85,86,77,78,90,63,85,87,76,80,85,74,73,72,88,86,5,9,12,8,14,"78","75","85","74","63","81","10","2020-08-12","2026-06-01",0,45,"Spain","Daniel","Parejo Muñoz","Parejo","Parejo",8625,29379,29378,189513,2245,82,82,"1989-04-16T00:00:00.000Z",35,483,"Villarreal CF",53,8,5,"villarreal-cf",10,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p189513.png",21,3,4,1533,2,"Right",3,4,3,0,,182,74,"Male",,,"Yes","No",13500000,12000000,10500000,44500,41000,35000,"Pinged Pass, Long Ball Pass, Press Proven","Career Leadership","52","80","88","76","73","67","CM","CDM",false,false,false,"daniel-parejo-munoz",16,75,73,72,78,77,82,80,77,77,74
44,46,50,43,69,44,72,79,33,40,16,15,42,23,15,14,15,13,14,37,35,11,56,18,19,17,13,20,20,82,79,74,85,83,"19","16","22","52","53","28","81","2024-07-18","2027-06-01",0,7,"Belgium","Koen","Casteels","Casteels","Koen Casteels",20265,6656,6656,192984,1336,82,82,"1992-06-25T00:00:00.000Z",32,112391,"Al Qadsiah",350,5,4,"al-qadsiah",1,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p192984.png",3,10,3,529,5,"Left",1,2,3,1,,197,86,"Male",,,"Yes","No",16500000,15000000,13000000,28000,25500,22000,"","Rush Out","45","23","27","42","15","55","GK","-",false,false,false,"koen-casteels",81,29,28,29,31,30,33,31,30,28,31
68,60,70,81,73,83,75,80,78,84,80,76,83,82,85,77,69,77,61,82,84,78,82,75,79,70,57,84,67,14,12,5,13,10,"72","76","81","78","72","78","11","2011-01-01","2025-06-01",0,45,"Spain","Jorge","Resurrección","Koke","Koke",18286,31798,20294,193747,2254,82,82,"1992-01-08T00:00:00.000Z",32,240,"Atlético de Madrid",53,9,4,"atletico-de-madrid",6,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p193747.png",3,3,4,3518,2,"Right",3,4,3,1,,176,75,"Male",,,"Yes","No",26000000,24000000,20500000,89000,82000,70000,"Long Ball Pass, Relentless","Career Team Player, Career Leadership","64","71","83","79","74","77","CM","CDM",false,false,false,"jorge-resurreccion",19,78,76,75,80,78,80,78,76,76,73
67,67,72,82,77,81,80,80,67,86,41,83,89,84,86,82,80,78,66,83,88,51,77,77,34,26,80,85,75,11,11,14,16,9,"80","37","83","79","74","74","13","2023-07-16","2025-06-01",0,51,"Serbia","Dušan","Tadić","Tadić","Dušan Tadić",10111,36329,36329,199434,2185,82,82,"1988-11-20T00:00:00.000Z",35,326,"Fenerbahçe",68,10,4,"fenerbahce",10,68,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199434.png",3,3,4,29,252,"Left",4,3,3,0,,181,76,"Male",,,"Yes","No",13500000,12500000,10500000,58000,54000,45500,"Chip Shot, Whipped Pass, Flair, First Touch, Press Proven, Trivela","Career Solid Player, Career Leadership","67","79","85","81","44","76","CAM","LW | RW",false,false,false,"dusan-tadic",19,64,59,55,65,81,79,82,80,80,78
69,77,65,76,84,79,79,81,80,75,82,37,53,79,70,64,32,37,79,67,82,82,54,28,83,81,38,55,45,12,7,10,7,15,"61","82","61","65","74","62","11","2024-07-18","2026-06-01",0,45,"Spain","José Ignacio","Fernández Iglesias","Nacho","Nacho Fernández",18398,12040,26929,200724,1964,82,82,"1990-01-18T00:00:00.000Z",34,112391,"Al Qadsiah",350,5,4,"al-qadsiah",6,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200724.png",3,5,3,43,2,"Right",2,4,3,1,,180,76,"Male",,,"Yes","No",11000000,10000000,8500000,43000,39000,33500,"Block, Intercept, Aerial","Career Team Player","73","39","61","73","81","81","CB","LB | RB",false,false,false,"jose-ignacio-fernandez-iglesias",18,78,79,81,78,66,68,63,60,62,58
78,80,79,82,83,75,83,83,72,80,28,84,84,85,80,84,83,82,67,74,80,23,86,84,31,20,79,84,76,8,14,6,10,12,"78","25","82","83","81","71","10","2024-09-09","2026-06-01",0,34,"Holland","Memphis","Depay","Memphis","Memphis Depay",25236,9199,25236,202556,2159,82,82,"1994-02-13T00:00:00.000Z",30,111592,"NG - FA",382,5,5,"ng-fa",99,382,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p202556.png",0,9,6,1005,401,"Right",5,3,3,0,66600000,178,78,"Male",,,"Yes","No",32500000,30000000,25500000,33000,30500,26000,"Technical, Flair, First Touch, Trivela","Career Injury Prone","79","82","81","82","34","78","ST","LW",false,false,false,"memphis-depay",18,59,54,49,58,81,76,82,82,82,81
50,47,36,42,71,37,75,78,36,63,23,13,50,25,11,15,14,12,11,52,42,19,53,15,15,14,14,13,22,82,82,70,84,79,"19","16","24","51","51","35","80","2022-06-23","2026-06-01",0,14,"England","Nick","Pope","Pope","Nick Pope",27567,30454,30454,203841,1365,82,82,"1992-04-19T00:00:00.000Z",32,13,"Newcastle United",13,7,1,"newcastle-united",22,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203841.png",3,8,2,17,5,"Right",1,3,3,1,,199,90,"Male",,,"Yes","No",16500000,15000000,13000000,89000,82000,70000,"Footwork","Career Injury Prone","49","22","30","43","16","55","GK","-",false,false,false,"nick-pope",80,29,29,30,35,32,36,34,32,29,31
76,68,78,78,71,84,76,84,79,84,81,82,81,82,77,79,77,78,60,81,83,76,87,83,78,70,83,77,80,11,13,14,13,15,"76","75","80","81","77","82","14","2023-07-24","2027-06-01",0,4,"Austria","Marcel","Sabitzer","Sabitzer","Marcel Sabitzer",24044,32962,32962,204923,2339,82,82,"1994-03-17T00:00:00.000Z",30,22,"Borussia Dortmund",19,9,7,"borussia-dortmund",20,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p204923.png",3,5,1,2005,2,"Right",3,4,3,2,,178,76,"Male",,,"Yes","No",28000000,25500000,21500000,65000,60000,51000,"Finesse Shot, Power Shot, Pinged Pass, Trivela","Career Injury Prone","72","82","80","81","73","78","CDM","CAM | CM",false,false,false,"marcel-sabitzer",20,78,77,75,80,79,81,80,80,79,78
84,77,85,88,68,66,69,82,58,82,38,84,80,82,77,85,84,62,42,73,83,45,86,80,44,43,83,74,67,14,10,10,7,9,"74","44","76","74","84","69","10","2017-07-01","2026-06-01",0,21,"Germany","Serge","Gnabry","Gnabry","Serge Gnabry",34177,13700,13700,206113,2121,82,82,"1995-07-14T00:00:00.000Z",28,21,"Bayern München",19,10,6,"bayern-munchen",7,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p206113.png",0,3,7,3003,272,"Right",4,4,3,1,,176,77,"Male",,,"Yes","No",33500000,30500000,26000000,85000,78000,66000,"Technical, Quick Step","Career Injury Prone","81","81","75","84","42","65","RM","LM | ST",false,false,false,"serge-gnabry",17,64,60,53,62,80,75,82,82,82,78
67,82,65,74,88,78,86,79,91,83,79,70,71,75,64,74,71,64,82,74,77,78,85,80,85,85,69,77,85,14,8,8,11,13,"73","83","73","84","74","80","11","2020-02-18","2026-06-01",0,21,"Germany","Emre","Can","Emre Can","Emre Can",11017,6287,11018,208333,2292,82,82,"1994-01-12T00:00:00.000Z",30,22,"Borussia Dortmund",19,9,7,"borussia-dortmund",23,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208333.png",21,9,4,1515,6,"Right",3,4,3,0,,186,86,"Male",,,"Yes","No",27000000,25000000,21000000,65000,60000,51000,"Pinged Pass, Long Ball Pass, Slide Tackle, Bruiser, Press Proven","Career Leadership","75","77","71","75","82","86","CB","CDM",false,false,false,"emre-can",18,77,78,82,79,73,75,73,74,72,76
86,87,85,70,74,76,63,78,65,82,57,78,78,84,81,88,79,80,56,72,79,54,84,84,64,61,74,86,79,9,11,9,10,10,"74","60","82","77","82","74","10","2023-09-04","2026-06-01",0,7,"Belgium","Yannick","Carrasco","Carrasco","Yannick Carrasco",40243,6549,6549,208418,2233,82,82,"1993-09-04T00:00:00.000Z",30,111674,"Al Shabab",350,7,3,"al-shabab",10,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208418.png",3,9,4,4,1,"Right",4,4,3,0,,181,73,"Male",,,"Yes","No",32000000,29500000,25000000,61000,56000,47500,"Whipped Pass, Technical, Flair, Trivela","","87","80","79","81","58","70","LW","LM",false,false,false,"yannick-carrasco",17,72,70,63,69,81,77,81,81,82,78
50,51,53,64,81,78,81,83,80,82,85,64,79,78,67,76,62,69,82,85,82,84,80,74,84,80,64,65,78,8,9,11,15,10,"72","83","75","79","61","78","11","2018-07-26","2026-06-01",0,47,"Switzerland","Fabian","Schär","Schär","Fabian Schär",11601,33889,33889,210047,2194,82,82,"1991-12-20T00:00:00.000Z",32,13,"Newcastle United",13,7,1,"newcastle-united",5,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210047.png",8,3,2,1503,5,"Right",2,3,3,0,,188,84,"Male",,,"Yes","No",21500000,20000000,17000000,135000,125000,105000,"Power Shot, Long Ball Pass","","51","70","75","73","83","80","CB","-",false,false,false,"fabian-schar",18,76,76,81,82,72,79,73,72,70,71
78,78,82,79,66,77,57,81,58,82,74,76,84,87,73,82,74,65,52,83,86,69,79,82,75,72,75,80,62,12,9,12,6,11,"72","72","80","73","80","73","10","2024-07-01","2028-06-01",0,37,"Poland","Piotr","Zieliński","Zieliński","Piotr Zieliński",30232,41167,41167,210406,2218,82,82,"1994-05-20T00:00:00.000Z",30,131682,"Lombardia FC",31,10,3,"lombardia-fc",7,31,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210406.png",20,2,2,49,2,"Right",3,5,3,0,,180,75,"Male",,,"Yes","No",31500000,29000000,25000000,115000,105000,89000,"Technical","","78","75","79","82","68","65","CM","CDM",false,false,false,"piotr-zielinski",17,77,75,69,77,80,82,82,80,80,75
81,76,85,83,76,86,65,84,87,81,66,80,85,85,79,86,71,72,65,82,83,69,73,68,76,65,69,80,72,11,12,9,15,10,"74","70","81","74","82","79","12","2023-08-22","2026-06-01",0,38,"Portugal","Otávio Edmilson","da Silva Monteiro","Otávio","Otávio",28937,41389,28933,210411,2287,82,82,"1995-02-09T00:00:00.000Z",29,112139,"Al Nassr",350,9,1,"al-nassr",25,350,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210411.png",20,3,3,1523,2,"Right",4,3,3,0,52000000,171,67,"Male",,,"Yes","No",32500000,30000000,25500000,65000,59000,51000,"Incisive Pass, Pinged Pass, Tiki Taka, Technical, Flair, First Touch, Relentless","","79","72","80","84","68","79","CAM","CM | RM",false,false,false,"otavio-edmilson-da-silva-monteiro",19,77,75,72,77,82,81,81,80,81,76
79,78,92,86,73,76,61,83,85,78,25,84,78,83,76,83,81,75,62,76,80,42,80,78,30,30,78,79,76,5,6,5,6,5,"76","34","80","74","84","71","6","2015-07-01","2027-06-01",0,27,"Italy","Domenico","Berardi","Berardi","Domenico Berardi",9787,4318,4318,210935,2114,82,82,"1994-08-01T00:00:00.000Z",29,111974,"Sassuolo",32,3,8,"sassuolo",10,32,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210935.png",5,3,3,1508,1,"Left",4,3,3,1,,183,72,"Male",,,"Yes","No",32500000,30000000,25500000,7300,6700,5700,"Finesse Shot, Dead Ball, Incisive Pass, Technical, Flair, Trivela","Career Team Player","79","80","77","84","38","74","RW","RM",false,false,false,"domenico-berardi",14,60,56,50,59,80,74,81,81,81,78
79,82,82,80,73,86,67,82,77,76,80,75,76,80,80,77,61,49,58,75,79,79,62,59,81,83,58,80,60,13,10,9,9,12,"68","81","73","70","81","74","11","2012-09-13","2027-06-01",0,45,"Spain","José Luís","Gayà Peña","Gayà","Gayà",18402,13216,13214,211688,2189,82,82,"1995-05-25T00:00:00.000Z",29,461,"Valencia CF",53,7,2,"valencia-cf",14,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p211688.png",0,3,1,2015,1,"Left",4,3,3,2,,172,66,"Male",,,"Yes","No",29000000,27000000,23000000,61000,56000,47500,"Anticipate, Technical","Career Team Player, Career Injury Prone","81","63","73","80","76","76","LB","-",false,false,false,"jose-luis-gaya-pena",18,80,80,76,79,77,77,76,74,76,70
67,78,83,83,69,85,72,82,44,85,56,82,85,85,78,84,77,79,54,83,85,49,82,78,39,54,81,80,55,11,16,11,9,8,"75","48","83","78","79","68","11","2019-07-01","2026-06-01",0,21,"Germany","Julian","Brandt","Brandt","Julian Brandt",18612,5429,5429,212194,2169,82,82,"1996-05-02T00:00:00.000Z",28,22,"Borussia Dortmund",19,9,7,"borussia-dortmund",10,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212194.png",4,2,1,17,1,"Right",4,4,3,0,,185,83,"Male",,,"Yes","No",33500000,30500000,26000000,69000,63000,54000,"Dead Ball, Incisive Pass, Tiki Taka, Technical, Flair, First Touch, Trivela","","73","76","82","84","50","68","CAM","LM | CM",false,false,false,"julian-brandt",18,69,65,57,67,81,80,82,81,80,77
