attributes.acceleration,attributes.sprintspeed,attributes.agility,attributes.balance,attributes.jumping,attributes.stamina,attributes.strength,attributes.reactions,attributes.aggression,attributes.composure,attributes.interceptions,attributes.positioning,attributes.vision,attributes.ballcontrol,attributes.crossing,attributes.dribbling,attributes.finishing,attributes.freekickaccuracy,attributes.headingaccuracy,attributes.longpassing,attributes.shortpassing,attributes.marking,attributes.shotpower,attributes.longshots,attributes.standingtackle,attributes.slidingtackle,attributes.volleys,attributes.curve,attributes.penalties,attributes.gkdiving,attributes.gkhandling,attributes.gkkicking,attributes.gkreflexes,attributes.gkpositioning,stats.attack,stats.defending,stats.skill,stats.power,stats.movement,stats.mentality,stats.goalkeeper,info.contract.jointeamdate,info.contract.enddate,info.contract.isloanedout,info.nation.id,info.nation.name,info.name.firstname,info.name.lastname,info.name.playerjerseyname,info.name.knownas,info.name.firstnameid,info.name.lastnameid,info.name.playerjerseynameid,info.playerid,info.total_attributes,info.overallrating,info.potential,info.birthdate,info.age,info.teams.club_team.id,info.teams.club_team.name,info.teams.club_team.leagueid,info.teams.club_team.domesticprestige,info.teams.club_team.profitability,info.teams.club_team.slug,info.teams.club_team.jerseynumber,info.league,info.headshot,info.haircolor,info.eyecolor,info.skintone,info.headtype,info.bodytype,info.preferredfoot,info.skillmoves,info.weafoot,info.internationalrep,info.ovrmodifier,info.release_clause,info.height,info.weight,info.gender,info.defensiveworkrate,info.attackingworkrate,info.real_face,info.isretiring,info.valueUSD,info.valueEUR,info.valueGBP,info.wageUSD,info.wageEUR,info.wageGBP,info.traits.trait1,info.traits.trait2,card_attrs.pac,card_attrs.sho,card_attrs.pas,card_attrs.dri,card_attrs.def,card_attrs.phy,primary_position,other_positions,updated,added,removed,slug,real_ovrs.0,real_ovrs.1,real_ovrs.2,real_ovrs.3,real_ovrs.4,real_ovrs.5,real_ovrs.6,real_ovrs.7,real_ovrs.8,real_ovrs.9,real_ovrs.10
45,50,39,43,72,35,78,85,43,70,22,11,70,30,18,21,14,12,11,63,61,25,67,10,13,10,14,18,25,85,85,89,90,85,24,16,29,53,53,41,87,2014-07-01,2028-06-01,0,21,Germany,Marc-André,ter Stegen,ter Stegen,Marc-André ter Stegen,24034,41520,41520,192448,1509,88,88,1992-04-30T00:00:00.000Z,32,241,FC Barcelona,53,10,8,fc-barcelona,1,53,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p192448.png,6,1,2,28,262,Right,1,4,4,2,112700000.0,187,85,Male,,,Yes,No,49500000,45000000,38500000,155000,145000,125000,,Rush Out,48,24,40,48,16,57,GK,-,False,False,False,marc-andre-ter-stegen,86,33,31,33,41,39,45,42,37,34,34
67,67,73,75,71,70,75,90,75,87,66,87,94,91,94,85,84,83,55,93,93,66,92,90,70,53,83,93,83,15,13,5,13,10,82,63,89,80,75,82,12,2015-08-30,2025-06-01,0,7,Belgium,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,19738,8874,8874,192985,2361,89,89,1991-06-28T00:00:00.000Z,33,10,Manchester City,13,10,1,manchester-city,17,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p192985.png,2,8,2,12,321,Right,4,5,5,1,,181,75,Male,,,Yes,No,69000000,63500000,54000000,300000,270000,230000,"Dead Ball, Incisive Pass, Pinged Pass, Whipped Pass, Trivela","Career Injury Prone, Career Leadership",67,87,92,84,62,73,CM,CAM,False,False,False,kevin-de-bruyne,20,76,72,69,78,85,87,87,86,85,82
80,76,89,85,86,84,71,88,74,89,59,89,88,91,82,87,87,85,83,85,88,45,85,86,63,64,86,89,79,14,8,14,14,13,86,58,88,83,84,80,13,2022-10-10,2026-06-01,0,18,France,Antoine,Griezmann,Griezmann,Antoine Griezmann,2325,14094,14094,194765,2406,87,87,1991-03-21T00:00:00.000Z,33,240,Atlético de Madrid,53,9,4,atletico-de-madrid,7,53,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194765.png,5,1,2,43,266,Left,4,3,4,1,109500000.0,176,67,Male,,,Yes,No,55500000,51000000,43500000,150000,135000,115000,"Finesse Shot, Incisive Pass, Technical, Flair, Trivela, Acrobatic",,78,85,86,88,63,79,ST,LM,False,False,False,antoine-griezmann,20,74,72,68,74,86,84,87,86,86,85
48,52,51,61,70,84,78,86,91,84,79,76,85,83,77,73,67,78,68,90,89,82,90,84,79,78,55,80,65,7,8,11,13,7,72,80,81,82,60,80,10,2023-07-06,2028-06-01,0,47,Switzerland,Granit,Xhaka,Xhaka,Granit Xhaka,14011,39985,39985,199503,2229,86,86,1992-09-27T00:00:00.000Z,31,32,Bayer 04 Leverkusen,19,9,2,bayer-04-leverkusen,34,19,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199503.png,0,4,4,3500,5,Left,3,3,4,2,,186,80,Male,,,Yes,No,52000000,47500000,40500000,140000,130000,110000,"Finesse Shot, Power Shot, Incisive Pass, Bruiser",Career Leadership,50,73,83,73,77,81,CDM,CM,False,False,False,granit-xhaka,17,78,76,79,83,76,83,78,76,74,74
86,84,81,74,82,88,69,86,62,88,39,85,83,86,82,86,85,74,72,72,83,45,89,81,34,33,83,87,75,11,13,13,10,6,81,38,81,82,83,72,11,2015-08-28,2026-06-01,0,167,Korea Republic,Heung Min,Son,Son,Heung Min Son,15545,35270,35270,200104,2227,86,86,1992-07-08T00:00:00.000Z,31,18,Tottenham Hotspur,13,7,3,tottenham-hotspur,7,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200104.png,0,3,2,557,366,Right,4,5,4,1,,183,78,Male,,,Yes,No,61500000,56500000,48000000,200000,185000,160000,"Finesse Shot, Whipped Pass, First Touch","Career Team Player, Career Leadership",85,83,80,84,45,75,LW,ST,False,False,False,heung-min-son,18,66,62,54,63,84,78,83,84,84,83
42,53,64,48,72,42,78,85,36,68,24,11,67,30,13,12,11,14,15,40,43,27,59,12,14,18,13,13,11,85,90,78,87,86,19,20,22,53,59,37,86,2014-07-16,2028-06-01,0,44,Slovenia,Jan,Oblak,Oblak,Jan Oblak,17414,28281,28281,200389,1461,88,88,1993-01-07T00:00:00.000Z,31,240,Atlético de Madrid,53,9,4,atletico-de-madrid,13,53,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200389.png,6,9,2,34,259,Right,1,3,4,2,,188,87,Male,,,Yes,No,52500000,48500000,41000000,94000,87000,74000,Far Throw,Cross Claimer,48,20,32,51,20,57,GK,-,False,False,False,jan-oblak,86,32,31,33,37,34,38,37,34,31,32
64,65,66,73,87,75,86,94,80,92,42,94,86,87,80,80,95,69,91,79,86,46,94,89,46,38,89,82,95,8,10,11,11,14,89,44,80,87,73,82,11,2023-08-12,2027-06-01,0,14,England,Harry,Kane,Kane,Harry Kane,15095,19176,19176,202126,2304,90,90,1993-07-28T00:00:00.000Z,30,21,Bayern München,19,10,6,bayern-munchen,9,19,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p202126.png,5,2,3,1,368,Right,3,4,5,1,,188,86,Male,,,Yes,No,128000000,117500000,99500000,185000,170000,145000,"Power Header, Incisive Pass, Long Ball Pass, First Touch, Trivela",,65,93,80,82,53,82,ST,-,False,False,False,harry-kane,19,65,63,63,68,82,81,85,86,83,88
55,57,54,49,79,40,78,83,40,69,21,12,67,43,22,24,16,20,26,59,61,25,63,16,20,20,13,22,43,84,82,84,87,85,28,22,34,56,60,42,85,2020-09-16,2029-06-01,0,52,Argentina,Emiliano,Martínez,Martinez,Emiliano Martínez,10987,24427,24373,202811,1619,86,86,1992-09-02T00:00:00.000Z,31,2,Aston Villa,13,7,1,aston-villa,23,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p202811.png,3,9,2,2004,6,Right,1,4,4,2,,195,88,Male,,,Yes,No,39000000,36000000,30500000,125000,115000,99000,Footwork,"Rush Out, Career Leadership",56,27,42,54,22,59,GK,-,False,False,False,emiliano-martinez,84,37,36,37,43,42,47,45,41,39,38
66,87,54,50,89,75,93,90,85,90,91,47,70,77,53,70,52,70,88,86,80,91,81,64,91,87,45,60,62,13,10,13,11,11,64,90,73,81,70,75,12,2018-01-01,2027-06-01,0,34,Holland,Virgil,van Dijk,Virgil,Virgil van Dijk,38944,41535,38944,203376,2202,90,90,1991-07-08T00:00:00.000Z,32,9,Liverpool,13,9,6,liverpool,4,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203376.png,0,9,4,1014,314,Right,2,3,5,1,,193,92,Male,,,Yes,No,84500000,77500000,66000000,240000,220000,185000,"Power Header, Pinged Pass, Jockey, Anticipate, Bruiser, Aerial","Career Solid Player, Career Leadership",77,59,70,72,90,86,CB,-,False,False,False,virgil-van-dijk,20,80,82,88,85,70,76,70,70,67,70
82,81,78,84,85,84,74,85,85,83,81,75,78,85,85,78,56,47,76,74,84,80,68,52,84,83,53,77,45,13,13,15,15,9,71,83,73,73,82,75,13,2013-07-05,2026-06-01,0,45,Spain,Daniel,Carvajal Ramos,Carvajal,Carvajal,8625,6589,6588,204963,2247,86,86,1992-01-11T00:00:00.000Z,32,243,Real Madrid,53,10,5,real-madrid,2,53,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p204963.png,3,3,2,1547,355,Right,3,3,4,3,105600000.0,173,73,Male,,,Yes,No,51000000,47000000,40000000,280000,260000,220000,"Whipped Pass, Block",Career Team Player,82,58,74,82,81,82,RB,-,False,False,False,daniel-carvajal-ramos,20,83,82,81,81,79,79,77,76,77,72
71,91,56,50,89,70,91,86,92,80,85,54,61,74,68,69,40,56,83,81,84,86,84,67,88,87,34,50,40,14,15,10,8,12,62,87,66,81,71,69,12,2022-07-01,2026-06-01,0,21,Germany,Antonio,Rüdiger,Rüdiger,Antonio Rüdiger,2346,32832,32832,205452,2126,88,88,1993-03-03T00:00:00.000Z,31,243,Real Madrid,53,10,5,real-madrid,22,53,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205452.png,0,9,9,1002,4,Right,2,3,4,1,138400000.0,190,85,Male,,,Yes,No,68000000,62500000,53000000,340000,310000,260000,"Jockey, Block, Acrobatic, Aerial",,81,53,67,69,86,86,CB,-,False,False,False,antonio-rudiger,20,80,81,86,82,70,74,69,69,68,68
76,81,68,67,89,83,79,86,81,86,89,70,76,79,68,69,59,32,88,85,84,90,65,45,89,88,35,58,52,6,6,12,13,10,67,89,65,73,76,76,10,2013-07-19,2028-06-01,0,54,Brazil,Marcos,Aoás Corrêa,Marquinhos,Marquinhos,24101,2432,24314,207865,2164,87,87,1994-05-14T00:00:00.000Z,30,73,Paris Saint-Germain,16,10,1,paris-saint-germain,5,16,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p207865.png,0,9,5,1508,2,Right,3,3,4,1,,183,75,Male,,,Yes,No,71000000,65500000,55500000,160000,145000,125000,"Power Header, Jockey, Anticipate, Aerial",Career Team Player,79,54,67,76,89,83,CB,-,False,False,False,marcos-aoas-correa,17,82,84,86,85,75,79,74,73,72,71
74,68,83,80,76,81,72,87,83,85,82,73,89,87,78,78,75,85,65,89,90,81,87,87,83,80,78,88,90,9,14,11,10,6,78,82,86,81,79,84,10,2024-07-01,2027-06-01,0,48,Turkey,Hakan,Çalhanoğlu,Çalhanoğlu,Hakan Çalhanoğlu,14784,41725,41725,208128,2404,86,86,1994-02-08T00:00:00.000Z,30,131682,Lombardia FC,31,10,3,lombardia-fc,20,31,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208128.png,3,4,2,2020,2,Right,4,5,4,2,,178,69,Male,,,Yes,No,62000000,57000000,48500000,155000,145000,120000,"Dead Ball, Technical, First Touch, Relentless",,71,82,87,83,78,78,CDM,CM,False,False,False,hakan-calhanoglu,18,81,80,79,84,81,85,83,80,80,77
89,89,89,91,79,88,75,94,63,93,55,93,89,90,86,90,95,69,59,81,88,38,83,84,43,41,83,88,87,14,14,9,14,11,83,41,84,82,91,80,13,2017-07-01,2027-06-01,0,111,Egypt,Mohamed,Salah,M.Salah,Mohamed Salah,25974,33115,23198,209331,2354,91,91,1992-06-15T00:00:00.000Z,32,9,Liverpool,13,9,6,liverpool,11,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p209331.png,0,9,3,1512,25,Left,4,3,5,2,,175,72,Male,,,Yes,No,113500000,104000000,88500000,380000,350000,300000,"Chip Shot, Pinged Pass, Whipped Pass, Technical, First Touch, Trivela",,89,88,84,91,47,76,RM,RW,False,False,False,mohamed-salah,21,72,67,58,69,89,84,89,89,90,86
64,63,60,48,79,44,78,84,38,70,27,20,70,45,20,30,14,20,14,68,65,29,68,18,15,8,18,39,65,85,82,91,85,84,27,18,41,58,64,49,86,2017-07-01,2026-06-01,0,54,Brazil,Ederson,Santana de Moraes,Ederson M.,Ederson,10477,33472,10478,210257,1708,86,86,1993-08-17T00:00:00.000Z,30,10,Manchester City,13,10,1,manchester-city,31,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210257.png,3,3,4,1007,325,Left,1,3,4,2,,188,86,Male,,,Yes,No,49500000,45000000,38500000,145000,130000,110000,Pinged Pass,Cross Claimer,64,34,47,56,19,60,GK,-,False,False,False,ederson-santana-de-moraes,84,38,36,35,45,46,51,49,44,42,40
84,76,88,90,77,74,67,84,48,87,42,83,88,89,83,87,84,87,65,79,84,32,84,86,42,39,92,89,88,5,4,4,8,5,82,38,87,78,85,73,6,2022-07-20,2026-06-01,0,52,Argentina,Paulo,Dybala,Dybala,Paulo Dybala,29615,10279,10279,211110,2224,86,86,1993-11-15T00:00:00.000Z,30,52,Roma,31,8,9,roma,21,31,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p211110.png,3,10,5,3,342,Left,5,3,4,1,,177,75,Male,,,Yes,No,71500000,65500000,55500000,80000,74000,63000,"Finesse Shot, Dead Ball, Incisive Pass, Technical, Flair, First Touch, Trivela",Career Injury Prone,80,86,85,88,44,67,CAM,ST,False,False,False,paulo-dybala,14,65,62,53,63,83,80,85,84,84,81
72,68,78,76,70,95,61,89,84,82,63,86,92,86,82,82,82,85,63,90,89,62,86,84,71,66,87,85,90,12,14,15,14,8,81,67,86,80,77,83,13,2020-01-30,2027-06-01,0,38,Portugal,Bruno Miguel,Borges Fernandes,B.Fernandes,Bruno Fernandes,5671,5141,3258,212198,2369,86,86,1994-09-08T00:00:00.000Z,29,11,Manchester United,13,7,4,manchester-united,8,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212198.png,0,4,4,1508,400,Right,4,4,4,1,,179,69,Male,,,Yes,No,72500000,66500000,56500000,195000,180000,150000,"Dead Ball, Incisive Pass, Pinged Pass, Tiki Taka, Flair, Relentless",Career Leadership,70,86,87,82,65,78,CAM,CM | LW,False,False,False,bruno-miguel-borges-fernandes,20,77,74,69,78,84,86,85,83,83,80
75,59,83,84,77,88,68,88,86,86,84,78,85,86,92,82,68,79,72,92,89,82,78,83,84,84,69,85,71,8,15,7,15,15,78,84,85,79,78,82,12,2015-07-01,2029-06-01,0,21,Germany,Joshua,Kimmich,Kimmich,Joshua Kimmich,18361,20032,20032,212622,2397,88,88,1995-02-08T00:00:00.000Z,29,21,Bayern München,19,10,6,bayern-munchen,6,19,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212622.png,5,2,3,20,2,Right,3,4,4,2,,177,75,Male,,,Yes,No,85000000,78000000,66500000,140000,125000,110000,"Finesse Shot, Whipped Pass, Anticipate, Press Proven, Relentless",Career Leadership,67,75,87,85,81,80,CDM,RB,False,False,False,joshua-kimmich,21,84,83,80,85,82,86,82,80,81,76
60,49,40,37,82,32,78,87,27,66,11,13,66,42,17,27,13,18,29,58,60,15,64,14,19,16,20,19,23,86,85,85,89,90,28,17,33,54,55,35,87,2018-07-19,2027-06-01,0,54,Brazil,Alisson,Ramses Becker,A.Becker,Alisson,1598,31359,125,212831,1537,89,89,1992-10-02T00:00:00.000Z,31,9,Liverpool,13,9,6,liverpool,1,13,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212831.png,3,8,3,1540,312,Right,1,3,5,2,,193,91,Male,,,Yes,No,59500000,54500000,46500000,145000,130000,110000,Far Throw,"Rush Out, Career Injury Prone",55,25,40,50,18,55,GK,-,False,False,False,alisson-ramses-becker,87,33,32,33,39,41,46,44,41,38,38
53,86,49,40,85,69,92,85,85,79,83,36,57,69,39,60,32,27,87,68,78,88,60,26,89,84,53,37,38,11,8,7,14,9,58,87,53,67,63,63,10,2015-07-16,2025-06-01,0,21,Germany,Jonathan,Tah,Tah,Jonathan Tah,18216,36382,36382,213331,1883,87,87,1996-02-11T00:00:00.000Z,28,32,Bayer 04 Leverkusen,19,9,2,bayer-04-leverkusen,4,19,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p213331.png,0,9,8,1000,6,Right,2,3,4,1,,195,94,Male,,,Yes,No,75000000,68500000,58500000,150000,140000,115000,Aerial,"Career Solid Player, Career Leadership",70,41,51,64,86,83,CB,-,False,False,False,jonathan-tah,18,73,76,85,79,60,66,60,58,56,59
70,71,75,77,88,78,85,86,75,87,33,89,79,86,65,83,87,67,86,71,83,42,87,81,29,34,86,72,83,11,8,12,8,12,82,35,76,84,76,75,11,2024-07-18,2028-06-01,0,118,Guinea,Serhou,Guirassy,Guirassy,Serhou Guirassy,34223,14308,14308,215441,2186,86,86,1996-03-12T00:00:00.000Z,28,22,Borussia Dortmund,19,9,7,borussia-dortmund,9,19,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215441.png,0,9,10,1023,5,Right,3,4,3,1,,187,82,Male,,,Yes,No,76000000,69500000,59000000,105000,96000,82000,"Finesse Shot, First Touch, Trivela, Acrobatic, Aerial",Career Injury Prone,71,86,73,82,45,82,ST,-,False,False,False,serhou-guirassy,18,61,57,56,61,79,76,82,83,80,84
