"attributes.acceleration","attributes.sprintspeed","attributes.agility","attributes.balance","attributes.jumping","attributes.stamina","attributes.strength","attributes.reactions","attributes.aggression","attributes.composure","attributes.interceptions","attributes.positioning","attributes.vision","attributes.ballcontrol","attributes.crossing","attributes.dribbling","attributes.finishing","attributes.freekickaccuracy","attributes.headingaccuracy","attributes.longpassing","attributes.shortpassing","attributes.marking","attributes.shotpower","attributes.longshots","attributes.standingtackle","attributes.slidingtackle","attributes.volleys","attributes.curve","attributes.penalties","attributes.gkdiving","attributes.gkhandling","attributes.gkkicking","attributes.gkreflexes","attributes.gkpositioning","stats.attack","stats.defending","stats.skill","stats.power","stats.movement","stats.mentality","stats.goalkeeper","info.contract.jointeamdate","info.contract.enddate","info.contract.isloanedout","info.nation.id","info.nation.name","info.name.firstname","info.name.lastname","info.name.playerjerseyname","info.name.knownas","info.name.firstnameid","info.name.lastnameid","info.name.playerjerseynameid","info.playerid","info.total_attributes","info.overallrating","info.potential","info.birthdate","info.age","info.teams.club_team.id","info.teams.club_team.name","info.teams.club_team.leagueid","info.teams.club_team.domesticprestige","info.teams.club_team.profitability","info.teams.club_team.slug","info.teams.club_team.jerseynumber","info.league","info.headshot","info.haircolor","info.eyecolor","info.skintone","info.headtype","info.bodytype","info.preferredfoot","info.skillmoves","info.weafoot","info.internationalrep","info.ovrmodifier","info.release_clause","info.height","info.weight","info.gender","info.defensiveworkrate","info.attackingworkrate","info.real_face","info.isretiring","info.valueUSD","info.valueEUR","info.valueGBP","info.wageUSD","info.wageEUR","info.wageGBP","info.traits.trait1","info.traits.trait2","card_attrs.pac","card_attrs.sho","card_attrs.pas","card_attrs.dri","card_attrs.def","card_attrs.phy","primary_position","other_positions","updated","added","removed","slug","real_ovrs.0","real_ovrs.1","real_ovrs.2","real_ovrs.3","real_ovrs.4","real_ovrs.5","real_ovrs.6","real_ovrs.7","real_ovrs.8","real_ovrs.9","real_ovrs.10"
87,88,92,89,69,91,57,88,58,88,65,86,87,87,93,85,84,80,50,81,84,60,81,83,60,57,61,74,89,16,16,12,16,11,"75","59","82","77","89","79","15","2019-07-01","2026-06-01",0,36,"Norway","Guro","Reiten","Reiten","Guro Reiten",14405,31706,31706,227323,2325,89,89,"1994-07-26T00:00:00.000Z",29,116010,"Chelsea",2216,10,1,"chelsea",11,2216,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p227323.png",6,7,4,7010,8,"Left",4,3,4,2,,167,60,"Female",,,"Yes","No",110500000,101000000,86000000,10500,9700,8300,"Finesse Shot, Dead Ball, Incisive Pass, Whipped Pass, Rapid, Quick Step, Relentless","Career Leadership","88","81","83","88","58","69","LM","LW | CAM",false,false,false,"guro-reiten",22,77,74,63,73,86,83,85,84,86,79
97,97,93,82,88,87,77,91,61,88,38,91,83,92,78,93,92,69,72,74,85,26,90,83,34,32,84,80,82,13,5,7,6,11,"83","31","82","85","92","74","9","2024-07-01","2029-06-01",0,18,"France","Kylian","Mbappé","Mbappé","Kylian Mbappé",20957,24884,24884,231747,2281,90,93,"1998-12-20T00:00:00.000Z",25,243,"Real Madrid",53,10,5,"real-madrid",9,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231747.png",0,9,7,1016,343,"Right",5,4,5,1,403800000,182,75,"Male",,,"Yes","No",174500000,160000000,136000000,420000,380000,320000,"Finesse Shot, Rapid, Flair, Trivela, Acrobatic","Career Solid Player","97","87","78","90","40","78","ST","LW",false,false,false,"kylian-mbappe",17,67,63,53,62,88,80,88,90,89,88
65,66,66,67,83,91,83,93,85,94,84,76,84,90,76,84,74,64,81,91,93,92,92,89,87,82,71,86,62,10,10,7,8,14,"79","87","83","88","72","81","10","2019-07-04","2027-06-01",0,45,"Spain","Rodrigo","Hernández Cascante","Rodrigo","Rodri",32173,15496,32173,231866,2400,91,91,"1996-06-22T00:00:00.000Z",28,10,"Manchester City",13,10,1,"manchester-city",16,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231866.png",0,3,4,1526,5,"Right",3,4,5,2,,190,82,"Male",,,"Yes","No",125500000,115500000,98000000,480000,440000,370000,"Power Shot, Long Ball Pass, Bruiser, Press Proven, Aerial","Career Team Player, Career Leadership","66","77","82","82","85","86","CDM","CM",false,false,false,"rodrigo-hernandez-cascante",19,84,83,85,88,82,88,84,83,81,81
73,77,73,86,88,75,85,90,84,91,90,70,62,82,81,68,61,85,83,84,85,91,78,78,90,89,49,82,64,12,8,11,12,14,"72","90","81","81","80","77","12","2017-07-01","2026-06-01",0,45,"Spain","María Pilar","León Cebrián","María León","Mapi León",24493,21983,24488,236479,2351,89,90,"1995-06-13T00:00:00.000Z",29,116325,"FC Barcelona",2222,10,1,"fc-barcelona",4,2222,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236479.png",5,3,2,7001,429,"Left",2,3,5,1,,170,58,"Female",,,"Yes","No",103500000,95000000,81000000,51000,46500,39500,"Dead Ball, Long Ball Pass, Jockey","","75","67","80","82","89","83","CB","-",false,false,false,"maria-pilar-leon-cebrian",20,83,84,87,85,75,78,74,74,74,74
95,95,94,84,74,84,65,86,58,83,26,87,85,90,81,93,89,62,50,77,83,32,81,83,25,18,73,79,74,5,7,7,10,7,"76","25","81","78","91","69","8","2018-07-12","2027-06-01",0,54,"Brazil","Vinícius José","de Oliveira Júnior","Vini Jr.","Vini Jr.",38930,41451,38911,238794,2142,90,94,"2000-07-12T00:00:00.000Z",23,243,"Real Madrid",53,10,5,"real-madrid",7,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238794.png",0,9,9,1016,1,"Right",5,4,5,1,393100000,176,73,"Male",,,"Yes","No",187000000,171500000,145500000,370000,340000,290000,"Finesse Shot, Chip Shot, Rapid, Flair, First Touch, Trivela","","95","81","78","88","30","70","LW","ST",false,false,false,"vinicius-jose-de-oliveira-junior",15,63,57,45,58,87,79,87,87,88,82
80,94,77,69,92,76,93,93,88,88,43,95,74,83,58,79,96,62,83,66,77,38,94,83,47,29,90,77,90,7,14,13,7,11,"81","38","74","88","83","80","11","2022-07-01","2034-06-01",0,36,"Norway","Erling","Haaland","Haaland","Erling Haaland",11210,14656,14656,239085,2266,90,92,"2000-07-21T00:00:00.000Z",23,10,"Manchester City",13,10,1,"manchester-city",9,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239085.png",15,5,2,20,277,"Left",3,3,5,1,,195,94,"Male",,,"Yes","No",171000000,157000000,133500000,300000,270000,230000,"Power Shot, Power Header, Bruiser, Press Proven, Acrobatic","Career Injury Prone","87","91","69","82","48","87","ST","-",false,false,false,"erling-haaland",19,63,61,62,64,80,75,82,86,82,89
82,83,93,86,75,82,75,91,64,85,88,91,90,91,74,92,91,77,54,90,91,75,79,89,81,67,70,78,70,9,15,11,14,12,"76","75","86","80","87","82","13","2016-07-01","2028-06-01",0,45,"Spain","Aitana","Bonmatí Conca","Aitana","Aitana Bonmatí",881,5086,881,241667,2415,91,92,"1998-01-18T00:00:00.000Z",26,116325,"FC Barcelona",2222,10,1,"fc-barcelona",14,2222,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241667.png",3,2,4,7501,8,"Right",4,5,5,1,,162,53,"Female",,,"Yes","No",167000000,153500000,130500000,85000,78000,66000,"Finesse Shot, Incisive Pass, Pinged Pass, Tiki Taka, First Touch, Relentless","Career Solid Player","83","82","83","90","73","74","CM","CAM",false,false,false,"aitana-bonmati-conca",21,82,80,76,84,87,89,90,88,88,84
46,35,39,42,60,41,46,83,21,45,16,10,69,22,15,15,15,11,13,35,31,15,63,17,11,12,8,18,13,87,82,84,90,89,"17","13","21","46","49","29","87","2021-07-01","2027-06-01",0,55,"Chile","Christiane","Endler","Endler","Christiane Endler",7412,11044,11044,245956,1299,88,88,"1991-07-23T00:00:00.000Z",32,116033,"Olympique Lyonnais",2218,10,1,"olympique-lyonnais",1,2218,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p245956.png",20,5,3,7019,1,"Left",1,3,4,2,,183,73,"Female",,,"Yes","No",49500000,45000000,38500000,8300,7600,6400,"","Cross Claimer, Career Leadership","41","21","30","41","13","42","GK","-",false,false,false,"christiane-endler",86,27,26,23,29,31,34,33,32,29,29
72,71,62,45,93,83,92,88,71,86,25,91,79,87,59,80,91,55,91,68,78,23,90,80,30,20,77,58,75,10,15,10,10,7,"80","25","70","88","68","72","11","2021-06-17","2026-06-01",0,82,"Jamaica","Khadija","Shaw","Bunny","Khadija Shaw",19757,34455,5809,246219,2072,88,88,"1997-01-31T00:00:00.000Z",27,116017,"Manchester City",2216,8,3,"manchester-city",21,2216,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246219.png",0,9,9,6509,432,"Right",3,4,4,1,,180,70,"Female",,,"Yes","No",108000000,99000000,84000000,9400,8600,7300,"Press Proven","","72","84","66","75","38","85","ST","-",false,false,false,"khadija-shaw",19,56,53,52,58,79,75,81,84,79,86
88,82,84,68,95,71,85,82,44,85,27,91,79,87,71,84,90,72,91,70,85,37,84,83,35,30,91,71,82,14,12,11,8,14,"86","34","77","84","81","68","12","2015-04-26","2025-06-01",0,18,"France","Marie","Katoto","Katoto","Marie Katoto",24189,19436,19436,246272,2203,88,91,"1998-11-01T00:00:00.000Z",25,116034,"Paris Saint-Germain",2218,9,1,"paris-saint-germain",9,2218,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246272.png",0,9,8,8500,1,"Right",4,4,4,1,,177,66,"Female",,,"Yes","No",133500000,122500000,104000000,13000,12000,10500,"Press Proven, Trivela, Aerial","","85","87","75","82","44","74","ST","-",false,false,false,"marie-katoto",19,61,58,54,59,82,76,84,85,84,87
88,84,85,88,73,86,68,87,68,82,62,85,86,88,89,89,85,74,49,77,85,60,79,83,62,60,79,87,87,7,8,13,13,9,"78","61","83","78","87","79","10","2018-09-14","2027-06-01",0,14,"England","Bukayo","Saka","Saka","Bukayo Saka",5779,33098,33098,246669,2325,88,90,"2001-09-05T00:00:00.000Z",22,1,"Arsenal",13,9,2,"arsenal",7,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246669.png",0,9,10,1024,1,"Left",3,4,4,1,,178,65,"Male",,,"Yes","No",132000000,121000000,103000000,230000,210000,180000,"Finesse Shot, Technical, Flair","","86","83","83","87","59","74","RW","RM",false,false,false,"bukayo-saka",17,77,73,65,73,86,82,85,85,86,80
81,80,82,79,85,93,80,91,85,87,82,91,91,89,66,89,89,68,75,89,90,77,85,86,79,77,77,73,74,14,11,10,8,5,"80","78","82","86","83","85","10","2023-07-01","2029-06-01",0,14,"England","Jude","Bellingham","Bellingham","Jude Bellingham",18578,4162,4162,252371,2438,90,94,"2003-06-29T00:00:00.000Z",21,243,"Real Madrid",53,10,5,"real-madrid",5,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252371.png",21,9,7,1039,2,"Right",4,4,5,1,,186,75,"Male",,,"Yes","No",190000000,174500000,148500000,300000,280000,240000,"Intercept, Slide Tackle, Technical, Flair","","81","84","80","86","78","86","CAM","CM",false,false,false,"jude-bellingham",18,82,81,80,85,86,88,88,88,86,86
82,79,87,87,65,87,59,88,63,86,47,85,91,92,87,90,84,74,43,88,91,59,78,84,49,44,81,83,66,14,14,13,10,6,"78","51","86","75","85","73","12","2020-01-31","2027-06-01",0,21,"Germany","Florian","Wirtz","Wirtz","Florian Wirtz",12297,39786,39786,256630,2256,89,92,"2003-05-03T00:00:00.000Z",21,32,"Bayer 04 Leverkusen",19,9,2,"bayer-04-leverkusen",10,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256630.png",6,5,1,1532,2,"Right",4,4,5,1,248400000,177,71,"Male",,,"Yes","No",156500000,143500000,122000000,135000,125000,105000,"Finesse Shot, Chip Shot, Technical, Flair, First Touch, Trivela","","81","80","86","88","48","69","CAM","ST",false,false,false,"florian-wirtz",19,72,67,57,71,87,85,88,86,87,79
87,80,94,93,79,78,59,89,59,83,65,89,84,84,67,94,86,59,74,79,86,64,80,81,62,64,75,75,61,6,9,8,11,8,"78","64","79","76","89","74","9","2020-06-03","2030-06-01",0,21,"Germany","Jamal","Musiala","Musiala","Jamal Musiala",17387,26641,26641,256790,2272,88,92,"2003-02-26T00:00:00.000Z",21,21,"Bayern München",19,10,6,"bayern-munchen",42,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256790.png",3,9,5,1039,1,"Right",5,4,4,1,,184,72,"Male",,,"Yes","No",145500000,133500000,113500000,105000,96000,81000,"Incisive Pass, Flair, Trickster","","84","79","75","90","66","69","CAM","LM | CM",false,false,false,"jamal-musiala",17,74,72,67,73,84,82,86,86,85,83
92,93,85,86,92,90,84,89,68,80,43,89,74,91,73,89,89,72,79,75,88,41,86,86,42,39,84,74,80,12,13,13,6,13,"83","41","81","88","89","73","12","2020-01-16","2025-06-01",0,95,"United States","Sophia","Wilson","Wilson","Sophia Wilson",35344,39747,39747,264012,2310,89,91,"2000-08-10T00:00:00.000Z",23,116302,"Portland Thorns FC",2221,9,3,"portland-thorns-fc",9,2221,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264012.png",3,9,4,10030,8,"Right",4,5,5,1,,164,58,"Female",,,"Yes","No",147500000,135500000,115000000,23500,21500,18500,"Finesse Shot, Technical, Flair, Trickster, Quick Step","","93","86","76","87","49","84","ST","LW",false,false,false,"sophia-wilson",19,69,66,60,66,86,80,86,87,87,87
